mz,rt,Neutral_Operator_Dif_Pos_1x_O1_A,Neutral_Operator_Dif_Pos_1x_O1_B,Neutral_Operator_Dif_Pos_1x_O1_C,Neutral_Operator_Dif_Pos_1x_O2_A,Neutral_Operator_Dif_Pos_1x_O2_B,Neutral_Operator_Dif_Pos_1x_O2_C,Neutral_Operator_Dif_Pos_1x_O3_A,Neutral_Operator_Dif_Pos_1x_O3_B,Neutral_Operator_Dif_Pos_1x_O3_C,Neutral_Operator_Dif_Pos_2x_O1_A,Neutral_Operator_Dif_Pos_2x_O1_B,Neutral_Operator_Dif_Pos_2x_O1_C,Neutral_Operator_Dif_Pos_2x_O2_A,Neutral_Operator_Dif_Pos_2x_O2_B,Neutral_Operator_Dif_Pos_2x_O2_C,Neutral_Operator_Dif_Pos_2x_O3_A,Neutral_Operator_Dif_Pos_2x_O3_B,Neutral_Operator_Dif_Pos_2x_O3_C,Neutral_Operator_Dif_Pos_4x_O1_A,Neutral_Operator_Dif_Pos_4x_O1_B,Neutral_Operator_Dif_Pos_4x_O1_C,Neutral_Operator_Dif_Pos_4x_O2_A,Neutral_Operator_Dif_Pos_4x_O2_B,Neutral_Operator_Dif_Pos_4x_O2_C,Neutral_Operator_Dif_Pos_4x_O3_A,Neutral_Operator_Dif_Pos_4x_O3_B,Neutral_Operator_Dif_Pos_4x_O3_C
588.4834,12.556666,1,1,1,168117,174936,166039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
521.5902,12.636519,1898316,1878675,1912324,792039,831892,807811,2254461,2272997,2312664,897228,901864,916323,937212,938813,930062,840232,850430,910072,1220931,1248932,1342941,1500048,1475131,1413112,1431551,1441321,1444613
659.5473,12.718816,160678,165707,159288,121762,125523,122638,134090,138899,136325,141178,147748,141436,143926,146117,145269,138662,133305,139465,120027,121653,121877,138036,132535,143452,124348,122051,139317
609.5331,12.759447,764349,778583,776308,584869,610391,605649,678182,689903,707080,712583,717539,719661,736650,722618,723596,673010,659142,689431,585389,593896,605468,688229,674170,679655,611534,616400,631871
630.463,12.758519,136209,130247,136399,103395,111022,105267,131035,136702,132578,136419,141287,139610,137258,138282,133630,129083,133015,136957,118982,130465,133686,136858,136626,126317,126699,133356,128734
750.4683,12.774434,81674,61724,83538,65441,68133,54585,70470,74126,1,71930,73901,72474,78123,59252,163088,67849,69037,77732,1,54929,1,70581,1,72028,42476,49136,65829
592.5073,12.766667,2031286,1989388,2029794,1509736,1551283,1556472,1791619,1848658,1843128,1894573,1937940,1900545,1917942,1895766,1894753,1765931,1765078,1813321,1534352,1628498,1656424,1819420,1790645,1764279,1640265,1688514,1676573
711.227,12.80774,55857,28550,33999,71853,87000,75010,34588,29492,32953,35087,37700,36482,41638,45888,42579,28616,25665,29079,24247,32066,27756,52604,39555,40393,24995,21221,24268
686.1942,12.807083,124602,71391,83710,169363,203617,181426,83085,76203,87873,94172,88895,98523,95759,109387,106724,66112,69059,65079,58530,72320,68898,121911,95588,90746,1,1,1
688.1683,12.807809,42672,24483,28743,60910,71660,62740,27854,26717,30902,32879,29929,34945,34779,38209,37278,22735,25410,21981,18908,25933,22625,41963,31211,32594,18809,1,19093
1233.0096,12.83837,89788,89667,89033,55827,60109,59111,72037,72430,76419,82124,83981,84004,78008,74586,74480,69933,68642,71466,58878,63848,64418,72283,69119,69201,63190,66141,65813
336.265,12.854348,79206,80045,79971,60819,59156,58449,64354,64949,1,67105,68613,76402,69546,66981,73268,65623,60218,70013,57044,63241,57942,69079,68956,67066,58182,65546,60414
618.5226,12.918184,2564786,2525145,2567348,1932292,2018898,1974627,2214766,2251013,2273561,2349997,2365540,2345254,2373473,2361589,2340318,2189017,2209508,2260245,1915954,1998312,2044955,2262373,2232418,2206913,2046476,2108275,2092037
635.5489,12.913296,1041375,1042885,1050119,778349,806844,797340,887073,898076,910453,955165,945797,954229,952188,949958,950210,883517,868298,896963,768869,793294,792637,904597,892236,886149,809396,828445,827807
656.4783,12.91663,182218,172780,177580,126825,135296,127818,166686,167325,171655,170641,177394,172829,177467,173452,171660,165535,172374,181278,156970,166163,170817,168021,170079,168110,163219,169730,167554
640.5049,12.918184,2337283,2286263,2322119,1742800,1816077,1769688,2017711,2054607,2071808,2129747,2151580,2125799,2169739,2155183,2137071,2005011,2014717,2064342,1757184,1831790,1872581,2068617,2043860,2015144,1874813,1936654,1917573
1259.0258,12.920961,159057,162065,159651,101902,104909,105372,130310,129571,129823,150914,145839,150573,133496,128105,130687,122168,123622,129725,101167,107016,112723,126268,120693,122643,113322,116245,115803
776.4813,12.924628,92895,95822,79972,69020,70448,68084,77551,89515,85985,69791,80218,74774,91544,75515,93998,69784,81017,79432,61976,78456,57383,85654,73994,81573,61345,58688,66346
600.5111,12.927127,116724,112737,109455,90244,92553,91351,95970,91799,96946,101001,100202,102145,1,1,1,95454,91336,103546,84255,82666,84229,100245,95046,95023,89191,87648,90120
564.5588,13.051167,1,1,1,253349,267176,266083,251619,262556,262617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667.612,13.106,486937,1,1,209010,225063,216474,1,1,1,351644,358997,351644,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
564.4207,13.121999,1,1,1,46868,46619,47849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590.4888,13.376555,728539,712879,723714,357711,367023,366826,428391,443708,437609,411116,425651,406434,488935,485175,486128,515170,523036,579030,487164,529370,573690,614669,603278,597932,278635,286111,287690
451.4738,13.400624,44283,41868,41595,68602,38996,36722,48077,49688,93713,43749,46253,43325,40338,74576,41684,82473,79904,43801,42132,76716,45185,46142,44364,43817,1,1,1
1185.008,13.415998,115015,109889,112634,48415,52606,51522,49920,51324,52651,60744,62489,59773,56918,55707,55438,53746,55330,61314,50215,55488,62252,79495,77875,75685,27045,30910,29942
312.2651,13.46065,86371,85760,84081,51110,50707,50915,54692,1,55969,61171,1,63380,1,58922,62179,57160,53270,1,54694,54761,57397,65314,65898,64087,1,1,1
547.4969,13.4718895,229741,226586,227153,182842,184158,181802,440114,444284,435659,255921,256387,261057,502080,495376,493573,585923,598079,604910,468537,489369,503135,233285,229875,230427,547922,546075,544558
1146.9734,13.481853,104635,103366,105241,67087,70273,70331,155271,155230,157193,114661,116487,116391,167756,166323,166956,175447,178378,181434,140764,149511,156336,97812,94090,94337,156826,161496,160409
611.5488,13.488257,822465,805680,820184,517574,537706,534396,588331,599426,612622,669221,663131,656800,635540,630564,629757,569296,568526,579631,495089,522512,527294,619327,605307,598656,506807,513323,517650
594.5229,13.498852,2533494,2444380,2495107,1569959,1659019,1630727,1816910,1853089,1862805,2063955,2106493,2078037,1919477,1916879,1911202,1694170,1711805,1770040,1507519,1582168,1622645,1901613,1862684,1840959,1542649,1595753,1577054
576.5116,13.5052595,117259,117399,116647,81615,84727,81947,101428,98938,98993,102282,100780,101284,100401,98992,103470,95703,100156,105015,87024,86180,92905,91099,94562,87212,88996,84171,90816
338.2809,13.586384,130338,129997,134785,90145,90656,95591,97871,96028,100194,1,113738,106856,101554,106215,103781,94830,92790,99628,82102,88066,86900,101158,96405,97431,86446,88389,85154
1237.0426,13.576258,192702,179917,186638,99334,108409,104260,107801,114170,112659,142694,143049,139377,118969,124342,117651,96014,97018,102197,82388,88569,91330,123917,116847,117169,84107,89683,88850
637.5649,13.623518,775892,761786,785593,504170,530856,529583,563423,584255,576210,644308,644636,641423,624102,611939,618742,554747,552635,565091,481588,501442,510805,586925,578575,576899,521503,521335,519838
642.5207,13.632519,2020650,1925573,1969776,1297350,1373819,1340279,1495928,1548005,1530275,1672912,1711216,1676638,1640524,1637024,1623008,1474472,1497998,1541041,1309119,1358538,1402706,1544531,1521520,1504582,1395756,1439214,1424623
710.5083,13.633409,181608,174001,179136,122749,129760,128192,133817,140146,139236,148946,153761,151842,144413,144387,147152,131539,133606,136960,117622,119772,127275,138635,136925,137005,125113,130318,127048
1263.059,13.637037,215000,207034,214364,115722,125250,123596,135844,141656,139773,164005,171510,166892,141884,142495,141149,125321,128535,133738,102674,109766,112761,139356,137502,135151,114258,117902,117654
778.4961,13.633445,122916,114415,124969,85142,92159,89740,92450,95334,99668,100280,107991,101339,102670,96071,103347,92540,89568,99840,74983,80329,85588,97920,95569,96542,84049,87684,89398
602.5259,13.636444,83053,76270,81471,54902,59024,59810,63251,61802,62624,65261,63999,66328,62549,64747,65498,57506,57506,57191,48420,45115,49326,60021,59058,57131,46558,55712,54724
785.2455,13.714556,107337,61787,75522,125879,150530,131440,75114,75101,86639,75819,77647,76944,79715,90335,84636,67628,73235,67740,54498,66024,66319,96703,76980,77945,63377,61294,68447
763.1834,13.715122,36602,23472,26650,45933,54431,48808,28411,1,30080,26319,26698,27718,29007,33402,29698,23507,26588,23486,19080,23710,21439,33488,26644,27813,22610,20829,1
757.2137,13.7154455,1043267,634517,752114,1336293,1564473,1386451,767074,732996,833449,761685,739940,769090,802691,923267,841808,645965,691219,627708,517670,614127,595624,970788,755822,789728,617138,572473,652201
760.2131,13.715741,194659,117860,138751,244853,289045,255807,143580,135688,156695,145383,140376,145279,150021,169605,156593,122422,128001,120128,98537,117459,112312,182730,141532,148541,115931,107947,123377
369.3966,13.816959,56842,55318,55969,22919,24234,23782,31564,32228,33420,27618,28652,28273,35268,26897,27230,25713,31223,27960,1,1,1,48669,53117,45992,23070,25592,18881
604.5056,13.844704,106685,95375,99506,69119,72727,71594,77183,80884,76229,73727,69306,69825,95853,95253,91297,101637,101715,117310,81681,89316,97132,105448,106488,102720,73499,70669,75259
549.622,14.00926,2987474,2783324,2926176,1268083,1321004,1306056,3356128,3494673,3512622,1554369,1597214,1512671,1644540,1617985,1641170,1327572,1364879,1468045,1721076,1902072,2091824,2949081,2933777,2801784,2259592,2323507,2288136
592.5898,14.030199,147410,132702,144189,108290,117342,117891,1,1,1,130634,131787,122423,1,1,1,1,1,1,103536,115145,125971,1,1,1,123869,128430,126137
697.247,14.045556,63329,61279,65179,61485,61799,61253,82585,83450,86032,65626,66146,64719,84417,82466,84165,88479,90592,91882,69563,74183,75730,68632,68577,69573,66716,68652,65393
633.6039,14.175,1,1,1,91923,75910,94985,115275,90198,94560,89471,89642,91449,88362,91563,90843,84323,106320,106479,65887,62874,72530,92609,82906,106059,66798,77876,64177
701.616,14.286133,108159,106839,110578,88035,93491,89995,103539,104718,102772,1,1,1,106175,100450,98138,110878,114075,121639,1,1,1,1,1,1,1,1,1
613.5644,14.283519,312985,308201,316163,227384,237211,234584,274980,283624,287611,237490,236712,238936,283417,279486,284556,331610,329188,360654,265480,282113,308452,346177,347697,335948,153056,149466,151600
1215.0566,14.285592,265270,246446,256076,160386,166538,166932,229276,240802,234789,182080,188029,183902,233274,232558,228753,307831,314146,366862,228128,252925,301744,314243,314406,294391,87360,90332,88370
822.4832,14.286816,44423,40281,41522,31760,33814,32231,36797,40021,38365,33812,36816,34264,40530,38246,38769,45125,45697,48019,38072,41202,46629,45619,45522,43318,19677,24293,23046
618.5203,14.28589,1167658,1111890,1148609,851744,876734,876825,1043985,1080372,1072873,899236,932819,901934,1084466,1066550,1069382,1257163,1261748,1404267,1023709,1095163,1217041,1299510,1299607,1263159,581892,603210,589128
754.4956,14.287445,109727,100464,107436,79155,85373,84917,94837,101731,98894,84276,88142,82494,101183,98099,99876,111398,114799,128306,94191,103052,116260,119922,119289,115413,55170,53533,54753
578.528,14.288298,75949,77755,80074,57464,58490,61774,70724,69422,72539,59931,62485,61889,74072,70296,72974,84260,88083,94482,68978,75927,83785,86904,87020,85227,38492,41401,38215
639.5797,14.372209,100727,102181,101572,51337,50584,49518,54662,56506,58703,63154,65134,66896,64563,66298,65621,52660,49215,56225,47982,49933,52416,59721,63947,62707,1,1,1
644.5454,14.382084,278949,270852,278777,130768,143648,133004,161158,167189,163985,195672,188495,188532,174701,170399,178543,144936,145006,158899,1,1,1,168710,167630,166483,134026,138502,139441
479.5055,14.416186,222712,214816,139387,182362,190264,187290,258842,259531,266592,222975,230643,219930,141388,205527,133710,229304,144589,233214,212443,221219,228504,228860,229597,226725,38678,73171,73500
695.6388,14.459236,345484,1,1,230118,260060,253494,1,140160,1,419230,438600,427339,1,1,1,1,114030,138988,147403,145569,150779,138852,1,1,145617,150924,148950
859.2632,14.484517,74431,37058,50821,83631,101838,87605,51245,49751,59407,46146,47057,46105,53135,63154,57155,41466,45821,40183,28614,37321,36379,58120,46013,46782,42027,39791,47033
837.2086,14.483065,30563,16254,1,37627,44416,38930,21982,1,23593,1,1,1,1,25677,1,17134,18975,16664,1,1,1,23317,18018,18655,18102,1,1
834.2317,14.485444,184921,96137,122178,226579,267014,229552,127189,118945,142137,119721,109299,117433,131995,157813,140812,98745,108269,92349,71831,94040,87928,151456,113266,121489,107181,93237,115206
831.2325,14.4851465,830914,428284,544218,1025993,1228276,1055577,570077,528802,629957,524976,488809,524071,577538,708192,623270,437600,481186,411965,316068,400270,383591,680762,507093,538205,472753,408775,515352
647.6219,14.593696,1,1,510673,245812,258419,257086,328779,351358,346709,356173,364651,348469,354504,346038,346086,311066,305757,319973,1,301324,1,325238,328904,318106,223020,220313,223096
605.6062,14.663298,159301,154118,158260,90305,95865,93808,114377,117453,116473,128439,129324,125711,122216,119849,121396,113120,114318,122261,92225,95696,103703,122560,123896,121638,94523,95096,95309
631.6252,14.662444,95357,91603,97703,56543,59424,60580,64060,68963,69562,77170,76095,74000,66788,68589,67934,60385,61038,59356,48575,52052,51099,61706,61236,57244,58061,61844,59238
771.2658,14.792629,73075,71506,73197,80012,82418,82031,84177,86099,86976,75593,75643,78300,83126,78744,80627,90486,90050,93556,76479,82560,82319,81602,78184,76809,80505,82793,82609
635.6193,14.84941,205485,195875,251671,64988,84860,62616,57684,57385,1,89055,85833,83593,112539,136974,140750,55277,1,63758,134969,174214,186407,113681,140370,136252,1,1,1
814.6284,14.911334,1,1,1,483138,524032,502816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
641.5953,15.085557,265638,263794,268889,223970,230977,232116,242855,253287,250049,205752,213103,204169,251289,250760,247545,297179,294596,326156,230478,245836,271584,307735,308857,298953,142565,144695,145811
751.631,15.087371,47664,45195,50603,36420,37868,36685,47836,48721,49135,41638,49403,45154,46594,49137,45930,55106,52032,57589,46656,52523,56731,48888,54561,52513,35800,35319,36315
1271.1191,15.088854,183668,177233,180739,148853,159763,157945,183139,186378,182744,136022,137154,134429,182458,175322,177684,245524,255109,296518,171407,196330,237839,249510,247790,235558,78510,83152,80025
704.51,15.089149,46836,43371,45154,41205,43135,43890,42041,41767,38052,37069,39875,36921,41621,40127,39926,48908,47864,49210,38810,43336,48196,50732,48820,47501,24107,25967,25612
646.5516,15.088854,947070,926223,942619,800524,838525,821355,879909,917193,917015,749851,779847,739232,932182,920669,911855,1093123,1115121,1221158,876865,942029,1042144,1126521,1135790,1082139,546233,559675,555822
714.5392,15.089778,129956,118269,125063,116350,115994,115425,123636,128834,128186,98373,106116,98323,127148,122899,120369,145265,152518,165469,116129,125355,142485,146853,147901,142331,74259,74824,75879
782.5266,15.090406,98436,90932,96586,81465,85051,82827,87358,95517,92435,71419,74228,75717,91717,88871,92861,107864,112383,123272,86519,93763,101799,109580,113363,104286,56572,59112,58478
606.5589,15.090965,63267,61323,62641,51331,55705,52581,50845,54742,55471,45733,49568,46528,53614,55304,59051,66715,69056,74131,54756,59499,63840,70540,73267,66456,34130,36139,35153
933.2815,15.108561,70545,31665,42975,77257,95050,80572,46434,44320,52760,40073,36998,39030,49728,62256,53581,34267,38154,32034,1,32235,1,49658,37556,39470,36551,31167,41017
911.2289,15.110055,33906,1,20070,38944,45450,39435,22122,21040,1,18695,18184,1,23670,28837,1,16765,17085,15248,1,1,1,24399,1,19410,17431,1,19564
908.2501,15.110481,194982,88768,117316,224782,269285,229105,124739,112633,139308,110950,100641,114539,134443,170301,143109,87238,98142,79160,63073,85895,79660,137578,98931,108589,100978,82457,108769
905.2517,15.109593,759390,340154,446830,877925,1051598,894141,485338,428535,536018,424026,384331,430642,518591,654994,553571,331948,364664,297952,243281,324425,302998,534605,378010,416903,379962,308348,420927
621.5698,15.141,1,1,1,91540,94646,92647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626.5272,15.1455,1,1,1,215688,220432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649.6362,15.249835,606451,583142,600950,186508,201102,194460,153754,161558,158823,244657,252717,235136,315271,310588,311987,151855,158077,163690,364500,399916,453774,322941,327528,313658,1,1,1
507.5367,15.29396,107509,105251,108548,83444,88999,87932,126304,127771,133547,113682,113087,110780,111595,108251,105570,103201,106596,109076,104514,112352,114832,107399,105704,102749,1,1,1
736.5612,15.381816,153175,145585,147388,59526,63963,59113,71697,72705,70892,154474,162731,154528,65278,64256,65043,68108,69477,74231,41746,58201,59142,170262,167658,160685,81681,84941,82152
710.563,15.391334,359035,345216,357760,135966,141224,136318,157742,160252,156406,186122,186623,183327,170629,172740,172012,150222,158254,157654,112558,123766,123733,154378,147772,148255,137998,143959,140347
892.7135,15.416601,126146,116521,122035,45102,51895,50297,61912,60343,56264,72794,82531,74118,67548,62445,68792,51108,56400,54282,51507,1,1,51661,52180,53317,45956,49178,50330
845.2839,15.423705,73947,70805,74530,72369,77573,76091,78916,77995,80411,73569,73249,70842,79279,78342,78686,80244,81415,83451,73209,76425,78614,79445,77215,76131,78071,80991,79148
368.3427,15.506201,160307,156411,163751,1,73370,69870,67201,68799,68017,79924,69796,1,73008,73725,72138,67849,69189,72007,51937,67637,55711,71054,67275,66941,58066,61357,59362
366.3279,15.506079,98363,94182,100855,1,44162,41073,41708,42576,42505,48576,50000,48496,44493,44434,46107,41760,41638,44020,30464,32365,34168,42127,42155,39331,37271,37567,37599
1385.1503,15.511167,122147,115539,118366,41826,44845,44931,49230,44089,45191,121984,116711,120234,43914,44860,43973,37037,42302,46217,1,1,1,82489,77612,77103,44484,46484,46421
686.5631,15.510854,766340,722888,753304,300983,327884,311919,323074,324696,327518,353899,357651,349268,348061,350049,356897,321907,332957,341478,230973,238324,243887,309848,302077,292089,284748,292590,286439
743.6458,15.514424,153436,144969,157866,71701,77220,1,109324,105662,110488,294956,312928,280437,110934,106442,113395,93136,99778,110258,238001,284439,313604,215821,213026,204809,129524,137574,132429
982.2687,15.655372,237209,100754,131670,258730,305438,259282,149055,128317,164821,124318,112259,126236,168962,216902,182017,98182,107019,84575,72739,100743,94518,152384,114771,123928,113323,92886,122771
979.2695,15.655668,810140,342006,441521,882268,1036919,891448,505886,434502,549198,414486,375990,423192,572959,734808,614742,326443,352305,275355,242552,336642,321057,515940,384269,414189,381871,309001,414074
1007.3017,15.654923,65224,28454,39499,73062,86782,75865,43190,38670,48771,36098,34063,37410,50132,62389,53780,29564,32920,26836,21536,1,28902,43141,33801,34421,32557,28675,37469
985.2502,15.655136,41572,17854,1,48174,57480,49010,26972,24358,29725,22631,19733,22269,30693,39872,32334,18804,1,15491,1,1,1,27692,21147,21123,20880,18199,22034
662.5645,15.758815,432164,410028,426227,212785,225597,223250,186537,185288,186526,232469,237802,226068,222080,215905,217245,188343,193486,208994,136498,144043,153559,180903,183858,179328,171939,177151,169964
894.7291,15.903543,122769,118494,120880,49497,50342,49247,62628,50412,1,1,1,1,1,1,1,48928,1,52787,1,1,1,1,1,1,40728,1,1
589.6148,15.951332,57050,52327,55218,242543,259208,257895,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
919.3023,15.960146,73189,72877,71140,67915,72868,69961,66596,73027,57680,71713,73900,70701,73238,73799,72881,73127,71128,75817,71094,70026,72128,73968,70685,71901,74986,71923,72773
1081.3188,16.141926,62755,29780,36568,61668,72184,62239,43256,38511,47214,34562,31575,36026,48810,62241,51766,28867,31390,25554,22409,30553,30698,41960,33529,34058,33868,27198,34725
1059.2675,16.1425,55653,25121,30514,59924,68833,58478,37005,31272,39562,28638,25339,29890,41552,55335,44696,24463,25828,19726,19314,25933,1,35921,28945,29191,27193,21668,28962
1056.2878,16.14263,262565,115647,139632,274370,321027,274046,167272,141356,174449,135451,121786,143009,195182,253419,205543,105684,116531,90190,88404,117022,114366,164282,130172,135021,127273,101514,133098
984.7074,16.157333,1,1,1,47957,48970,49065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
993.321,16.418743,74639,72756,74776,68125,73798,71088,70305,70182,70771,70092,71730,69745,77552,77310,76648,70057,73182,73066,67192,73935,74744,72055,73701,70398,69281,74145,73243
1155.3376,16.580889,73720,35258,40567,68784,78386,67690,50762,41499,52765,41953,37876,43754,57968,72833,60155,35060,38384,29778,28418,36692,39142,46165,40057,40562,39571,32738,37956
1132.2948,16.579073,111906,52701,60875,122969,141259,121918,73605,63272,79571,59393,53257,61500,85733,110932,90990,50339,52845,41576,41130,53177,52872,68409,57978,59330,57016,46081,56738
1135.2684,16.579473,29927,1,15396,31425,36201,30802,18809,16321,19999,15342,1,14981,21987,28905,22700,1,13986,1,1,1,1,17214,14744,16204,15191,1,14057
1067.34,16.796888,59788,59028,61978,54195,57764,56352,53582,55504,55738,57917,56995,54230,64408,63444,63628,55801,55231,57736,53296,55999,59809,55958,56202,56056,54832,58123,58968
1209.2859,16.901798,33149,16547,17828,33343,39195,33624,23225,19071,25027,16392,14389,16494,24268,32528,25539,16385,17080,1,1,13681,13674,19332,17209,18159,17577,14088,17652
1206.3112,16.90532,105494,50939,54722,102706,116473,99952,69013,56546,72337,54969,50700,56912,76875,102663,81012,1,52516,37710,40425,48825,1,61686,55529,57494,55599,42387,53392
1141.358,17.082039,73476,69889,74797,65569,68441,67857,63479,64999,64901,64500,68677,64184,78978,76958,76422,64594,67093,68900,65047,67115,71946,69678,67525,65621,65291,69337,68114
798.6715,17.179817,58415,61138,61996,40974,43092,43060,27613,28581,27364,45461,47887,46308,81356,78920,80273,37157,41888,40483,32265,38168,43597,89708,87669,83551,74739,74229,76652
1283.3046,17.198925,35209,17863,18698,35751,40873,34315,24413,20582,25612,19532,17874,20751,26728,35372,27498,19076,20269,14726,15815,19117,19762,20818,19784,20164,20860,16337,18582
1280.33,17.200777,107756,55140,55665,103473,116038,100127,71422,56148,74235,59521,53138,64304,77723,102800,82729,52886,57527,41064,47913,54854,59469,62736,59770,59985,59047,45928,54873
824.6874,17.227737,1,1,1,69638,73390,69557,36281,1,37804,77881,79577,72970,105278,104048,104392,49237,54106,55918,43621,49944,54613,1,1,1,80569,1,83044
850.7036,17.25625,109336,103467,112316,112196,121945,120423,50988,46442,50658,143432,131404,140594,126809,129348,127934,55876,64650,67030,60087,70166,72888,1,1,1,69716,67800,64011
845.7481,17.257187,56567,37296,56309,61152,62221,64307,26572,27439,26372,74520,77421,74564,73952,74116,72792,31462,35426,35963,37825,37806,42668,32434,33886,30063,36276,38482,38269
876.718,17.328817,276775,257368,268516,313967,329645,334809,160256,159652,162247,602150,619398,587417,469387,471407,469736,170761,184343,188984,256534,275874,308079,222347,224034,211263,121770,132347,122246
871.7634,17.329407,127688,126875,127941,151595,164218,166343,74383,75595,76322,300990,308209,293097,236775,237640,233459,81697,86012,89768,124528,134985,144903,108379,113591,103641,59481,63959,62845
897.7787,17.36074,61571,55597,52856,65852,69010,68010,62916,57973,64512,217047,220622,219572,196786,185436,198626,67754,71775,64217,115040,119310,130545,120129,120296,114124,35749,36378,36721
902.7339,17.360147,114897,106535,110049,132653,140873,141830,121168,132108,135177,445526,453381,434323,360487,365642,362554,144763,143730,144461,244958,260057,280343,235188,229245,220105,73936,65236,64271
668.5508,17.517294,30905,27959,28646,31858,32865,35744,1,1,1,41361,42916,42053,33326,33692,32921,1,15556,15747,18094,18787,22532,1,1,1,1,1,1
1357.3239,17.631443,39564,20943,20136,39735,42962,37906,27050,22689,27906,22547,19877,25149,28625,37978,29257,20922,21749,15730,18779,21168,22449,23765,22715,23355,22512,16295,20383
1354.3506,17.631186,139073,73528,70604,132162,143700,125315,92538,73828,89789,80343,70889,85855,97418,132737,102727,71091,72539,53869,64328,72147,78565,81008,77852,79224,78053,59523,69468
689.6103,17.686743,41698,39222,41943,53411,58744,57446,15618,16011,16073,70950,71881,69274,56558,56316,55183,17672,19090,19801,25578,25996,31532,17558,16502,15962,17677,18715,17810
1367.1501,17.687668,66586,65034,65471,97983,102734,105263,18807,15953,17807,145669,142074,140948,98042,101363,98718,20075,21137,22904,34438,35226,45901,14910,15657,13837,17573,19963,18611
694.5662,17.68826,140719,132078,139073,156402,164478,163908,69194,71566,72054,202624,209664,197267,170386,166980,167740,73962,81688,88024,103547,107563,126271,62870,63855,58986,72835,81208,75730
800.6864,17.75889,265369,246114,256516,63620,67706,69778,67376,66622,67083,79159,82570,81046,95374,92308,93349,70553,73299,80120,70055,76522,84426,740361,745573,716166,97999,101859,100363
821.7488,17.793915,61893,62815,60196,47771,52142,50881,1,1,1,54511,59278,54702,70697,70901,73491,33947,36772,41043,36436,36642,43959,99993,98804,97608,57468,57770,57409
826.7029,17.794851,106428,102792,102249,81643,88267,85785,45334,46728,45810,95052,95805,91295,116559,119078,121523,59652,65112,68751,60879,66538,77664,171650,170149,164156,102678,101866,101922
852.7175,17.835169,158341,148258,153675,212704,232202,225877,82032,82293,84357,279542,288058,271031,239649,244831,232805,111989,120417,127330,125553,139961,166313,1,1,1,120312,127335,116119
847.7636,17.833632,83204,80446,82389,109303,119490,124769,42890,46137,43272,149055,151096,145333,127179,128054,129247,59568,63537,64805,67082,68958,84987,63409,64161,61215,60905,64685,61421
1289.3947,17.865297,72376,69044,71517,62196,70286,66673,61520,60815,61897,62356,64487,61657,75130,75028,74620,63322,65111,65047,61821,65536,69891,66582,65474,64596,63124,66587,64310
873.7791,17.87526,175102,166963,170047,285711,308645,303628,93134,94488,97679,438669,434404,425468,332074,334536,330526,110218,120213,123955,161600,169215,205817,114287,117019,109651,95968,99007,95754
878.7349,17.876223,383933,357589,378007,602524,660536,646183,206063,209367,215071,913885,941389,894360,703032,699549,699041,241754,261823,276803,356364,388311,462434,243490,249673,226745,203705,225025,210895
899.7945,17.908398,55917,57533,59854,88543,103743,102705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,125014,1,1,1,38604,37848,37493
904.7484,17.927223,140285,129772,131725,204337,223711,219428,135383,136690,137232,486264,494945,477208,367057,370788,360515,132987,147423,145584,251263,263725,306691,196908,200067,185707,85410,96837,82405
1431.3433,18.061964,40092,22290,20601,38872,42101,36811,28257,22466,28312,22558,20540,24705,27747,38272,29011,23229,22676,17648,19401,21216,23143,22594,23515,25007,23634,17337,20530
1428.3704,18.06259,141682,72994,69692,128619,140732,124421,96229,73195,92463,79347,72641,87000,95837,135245,101513,75048,76959,56218,66908,72032,80979,79613,80830,82240,80891,59295,69828
1293.1335,18.105999,50567,46521,46788,70471,76429,75301,19185,18259,18076,81833,84559,79246,69342,71150,68256,26611,30126,31853,33972,36880,45240,22268,21978,20940,33092,36873,36377
665.6108,18.147556,110453,104111,109443,191677,205347,205190,50814,50397,50746,237181,241333,234501,185918,185243,184166,58886,63508,67085,83566,93064,105763,52121,51880,48123,57704,60012,59234
368.3429,18.146175,33362,32020,32674,55601,55822,60523,1,1,1,67844,69386,67466,54054,55071,53584,17059,1,1,24966,26526,1,1,1,1,1,21138,19163
1319.1512,18.150557,424384,392333,388847,753230,790993,792107,161995,152793,161157,949921,970939,929150,708639,733613,709613,187916,209915,232147,305581,329525,415545,151438,154431,144315,173596,193441,176127
670.5655,18.149963,235349,214293,226328,278354,297560,294814,140534,141297,144840,338068,355690,335763,289709,291805,293729,154930,168611,175710,194480,215134,253005,136591,137948,130642,148685,166118,155926
