mz,rt,Neutral_Operator_Dif_Pos_1x_O1_A,Neutral_Operator_Dif_Pos_1x_O1_B,Neutral_Operator_Dif_Pos_1x_O1_C,Neutral_Operator_Dif_Pos_1x_O2_A,Neutral_Operator_Dif_Pos_1x_O2_B,Neutral_Operator_Dif_Pos_1x_O2_C,Neutral_Operator_Dif_Pos_1x_O3_A,Neutral_Operator_Dif_Pos_1x_O3_B,Neutral_Operator_Dif_Pos_1x_O3_C,Neutral_Operator_Dif_Pos_2x_O1_A,Neutral_Operator_Dif_Pos_2x_O1_B,Neutral_Operator_Dif_Pos_2x_O1_C,Neutral_Operator_Dif_Pos_2x_O2_A,Neutral_Operator_Dif_Pos_2x_O2_B,Neutral_Operator_Dif_Pos_2x_O2_C,Neutral_Operator_Dif_Pos_2x_O3_A,Neutral_Operator_Dif_Pos_2x_O3_B,Neutral_Operator_Dif_Pos_2x_O3_C,Neutral_Operator_Dif_Pos_4x_O1_A,Neutral_Operator_Dif_Pos_4x_O1_B,Neutral_Operator_Dif_Pos_4x_O1_C,Neutral_Operator_Dif_Pos_4x_O2_A,Neutral_Operator_Dif_Pos_4x_O2_B,Neutral_Operator_Dif_Pos_4x_O2_C,Neutral_Operator_Dif_Pos_4x_O3_A,Neutral_Operator_Dif_Pos_4x_O3_B,Neutral_Operator_Dif_Pos_4x_O3_C
554.8456,0.8704074,68063,66321,65883,63396,65869,63665,72071,72208,72887,71972,72893,70017,83549,85707,81333,69779,71566,74635,66403,71167,71714,64370,65571,63128,67756,71506,71981
590.3608,0.8496298,385567,367066,380486,361375,370526,366923,406387,409367,402111,381790,397694,388288,481308,481914,463338,397861,416885,419909,341714,360091,372478,370865,358404,361642,381852,394594,404727
559.8325,0.8722594,57560,57344,58332,52892,55170,55084,60561,62851,59071,63392,63049,61476,72087,70937,67980,59095,62165,64968,55072,60928,61039,53732,54870,55719,57871,61661,63185
576.8598,0.87374073,67099,65531,66291,60852,65007,63257,70705,71273,73015,67385,73356,70019,81452,82000,80117,68624,74552,74126,62357,66500,70586,61513,61614,62374,65750,71333,70745
567.8459,0.8722222,119686,115252,115875,107560,112857,107946,128739,128253,128518,126733,129527,124429,148252,146639,146121,124421,128427,131371,108775,119732,125924,111819,112413,111297,121401,127696,125205
600.851,0.8738148,64608,64593,66206,58336,63506,59907,71358,70693,69373,69288,74895,70127,79554,80600,77070,67245,68785,71457,64211,65345,69122,61537,62837,61727,65034,69007,67847
576.3592,0.8740741,209361,171121,176770,203162,213387,210351,224479,188542,192161,182482,192834,186365,220896,215853,211454,225920,191119,240380,166545,206989,182289,169019,204668,168447,182343,186155,185303
493.2896,0.8702308,163447,161188,162162,155053,159410,156701,171525,173657,173356,171864,179581,170497,200752,200860,1,167191,177516,182613,150346,163410,170092,156599,157015,158181,167804,170906,171749
589.8591,0.8793704,111632,103796,106629,98515,104233,99525,119191,118608,118081,114167,120484,113380,137989,133778,130297,114399,115885,121383,100871,109160,115794,103778,103602,102974,109798,113548,117285
598.8725,0.87944,65998,60853,64880,58463,64659,58790,70852,71036,1,70256,74541,69222,81429,81289,78769,67608,69433,72489,63111,66029,1,62119,61202,61000,66685,69128,70205
634.3836,0.85203713,307885,295989,306465,292841,303098,297133,340597,334463,330691,312703,321989,316843,386436,387152,369524,323078,340258,345754,277257,295262,308323,299733,298604,293148,311823,326409,317749
204.1001,0.8842,1,1,60873,349536,354294,348459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17721,1,1,1
579.3412,0.87480766,196210,191550,196494,170692,176635,176186,210628,203122,208187,202272,217864,207451,226191,230874,217742,200598,209472,214768,191618,205683,211347,1,185413,181934,197490,210093,204652
513.3009,0.8644074,206688,196396,202727,202594,205396,202205,216197,214342,219032,212868,223549,207731,248275,246564,240909,208530,220047,220249,192555,209169,215099,193247,193612,193125,201580,218452,212423
622.8634,0.87924004,57386,53789,56377,48915,50776,51204,58053,59341,57417,57596,61743,57350,65753,64038,62688,56257,58443,59850,53854,55318,1,50055,51702,50953,53229,59085,1
611.8721,0.88307405,96967,94340,98752,86668,90685,87978,106285,103009,102962,99530,104928,101210,118099,118881,114241,100751,103065,108340,94976,97616,102825,91499,90182,90737,100203,103097,100821
678.4078,0.88459253,131405,126344,119468,107331,110915,110457,129370,128141,127226,134612,123255,118690,147033,138023,138793,140520,124909,125843,101499,114320,119249,113118,127183,111807,131802,126593,124306
603.8584,0.88181484,53124,49976,51472,46567,46266,44929,56322,54462,56471,53805,57884,55226,59685,60354,60963,52484,54271,54259,49850,54910,55194,48495,47827,48116,53097,53134,56478
623.367,0.8837407,148352,141818,145557,123127,130445,125741,153579,149304,149208,151460,153142,146299,164448,162887,156786,144635,147042,154321,139858,150139,158573,129866,132354,131350,149389,154657,152113
620.8865,0.8849629,57437,54074,55595,51217,53066,52262,63363,61101,61339,58093,64353,60026,71224,69471,70119,58701,62067,62948,55798,60733,60837,54065,55777,54259,56941,61288,62127
620.3839,0.88244444,150958,142491,145391,138208,145887,138983,153993,158450,157333,152163,161825,153249,178869,177387,174319,148408,156513,160974,140200,152449,154545,139537,143763,137910,152121,157585,156520
644.8772,0.88674074,45505,43880,45688,38691,42118,41883,45776,47637,48142,47558,49427,47847,54553,52235,51886,46655,47084,48386,44963,47334,49887,41574,42905,43098,45248,48251,47931
633.8853,0.8888518,78362,75970,80492,70470,73136,69886,87011,85167,85756,83856,88088,83024,95194,96679,92206,82116,85817,87245,77594,82766,88323,77336,74342,73895,83327,84890,84859
722.4339,0.8959615,79073,75700,78411,71807,72781,71506,87809,84693,86289,89493,84087,81893,93736,93846,88925,84003,1,88015,82612,78168,80540,74358,85471,83034,82281,85197,85303
642.8995,0.8907036,49399,48142,49808,44498,44623,46660,54062,53622,52929,51324,54572,52175,59157,58035,58156,50358,52009,54489,47658,51800,52594,44511,46244,45881,49176,52711,53644
655.8984,0.8937407,68071,62843,63762,56905,59688,55989,72111,69947,70012,70415,72391,69407,76575,78650,73895,68850,70110,72304,63905,70102,74381,59802,62210,59891,69616,69531,69778
231.1478,0.8944,68909,1,70498,258578,269461,261757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625.8703,0.8883846,48261,43724,44815,38573,41024,37907,47794,45637,46804,46978,49171,47664,53284,52542,49948,45443,46539,49593,43520,47340,1,42640,40119,40554,45051,47389,48067
664.4108,0.89396286,109840,104325,102410,99114,104717,99960,114133,113016,110727,109998,116654,108625,127209,125243,124653,109615,113342,117436,98957,106033,111154,102003,103825,97952,109761,112340,111337
667.3949,0.8946923,99583,93917,99919,77764,84248,82550,99003,102169,101799,96359,104856,99033,105088,105954,99934,96079,1,104053,93330,100709,106650,84020,83848,84433,94679,99065,101573
451.9359,0.89581484,38734,38270,41435,35430,36520,34688,41609,41487,43346,41334,44685,41226,48807,50491,48407,40333,42643,44071,37078,43501,41517,36877,36176,36142,39996,41429,42791
708.4367,0.90477777,73667,65784,71496,67429,68065,68590,72696,75136,76819,71668,77244,72922,80734,82824,80266,81846,73590,80267,67908,70725,73585,65777,64242,64298,71635,74557,75447
333.1722,0.89729625,133799,110888,126372,134989,160037,149249,160224,171913,172141,127481,142319,127357,136131,128288,132861,171519,184507,189957,120290,132261,136488,144144,152080,139876,85593,97205,96631
664.9129,0.8969999,41402,39262,41354,37172,39312,39446,45325,45407,43182,42718,47207,43797,48732,49346,49682,41669,44774,45122,40706,43044,44803,39304,38758,37420,40692,43713,43116
647.8831,0.8946296,37839,36780,37617,32985,32939,32957,39391,40267,39263,38882,41488,38877,41662,43008,41280,39413,39361,41172,37293,37736,44609,33553,34182,33255,36745,40558,39826
461.2741,0.89419997,56115,53775,54686,51545,56924,54358,57219,59249,60517,53449,56895,55803,63909,67438,65460,57874,56424,1,51388,56523,56753,1,49151,50575,54478,56388,60989
464.9448,0.899963,53838,53678,53148,44144,49618,44885,55554,53826,55523,54898,57970,56367,65301,64174,61242,57328,57855,57641,50048,55588,56559,49784,49168,48185,55592,58743,58756
460.9405,0.90299994,31526,30306,32865,26736,29663,28028,33226,32612,34105,32075,37518,32319,36791,37237,35634,29832,32447,34261,30071,31493,34627,28907,27502,28349,31081,32064,32398
466.6111,0.9024074,42887,41542,42636,36359,40105,36564,44679,43628,44451,44851,48984,43279,51328,50984,49080,43395,47417,44850,43169,45203,48085,38496,40041,39494,45399,45900,46649
688.9019,0.8984815,40233,37931,37676,32787,36892,35152,39422,37452,42028,40664,40784,40744,44743,44066,42665,40383,40741,42610,38829,40591,37438,34768,36165,35246,38851,40082,40389
677.911,0.90148157,55229,49812,51916,42633,45017,44584,53576,54384,55489,55745,56722,52248,59379,58266,58426,51216,53782,57398,49884,54039,57920,48090,45779,46281,52511,56236,54073
473.9443,0.90692306,92049,83334,1,1,78095,1,97712,88965,102214,1,1,1,1,109841,1,93609,98037,1,1,1,103184,87263,1,88792,1,98263,1
686.9259,0.9008889,33978,33440,32998,29539,32710,30186,38129,36437,35819,34570,38415,36427,40434,39893,39478,33648,35800,37782,33035,35894,36575,32408,32286,31155,33437,37341,36393
479.6184,0.90714806,57240,54192,55835,47091,50123,48847,55457,55499,59264,58935,62729,57307,66089,68244,64805,56195,56658,60809,53860,59323,63505,51503,51467,50794,56497,61562,60811
486.9675,0.9105184,53813,52401,53692,46415,46689,45256,57784,54535,56165,54246,59656,56023,62466,62034,62674,54138,56093,58773,51344,56193,59134,46017,49824,48803,53549,57728,56487
708.9393,0.9089629,27520,25446,25014,24039,25051,24267,29065,27404,28383,27607,29284,27931,31988,30865,30812,27535,27728,28868,26012,28113,30128,25331,24287,23805,27381,29512,27582
730.4483,0.91292596,42675,40725,41446,38123,41311,38411,44927,44858,46147,42754,46748,43355,48430,47694,47496,41839,45943,48937,41214,43633,47601,39397,39572,38684,42567,48129,45445
501.6406,0.91869235,53568,52591,52047,1,46108,47013,56621,56930,56275,54763,57493,56297,62456,65383,60972,53455,56469,59313,52629,57042,58757,46349,48163,46445,57283,58609,59411
588.2751,0.922,1,1,1,1,41665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
495.963,0.9147408,48336,46804,50336,40729,42586,41437,52450,51496,52313,51474,53967,52032,57777,57975,55811,49546,52672,53228,52558,52428,54225,43195,45968,46842,50336,53814,52067
510.6373,0.9224075,50315,47008,48399,41150,44174,42526,50387,51745,50095,51972,54597,50657,54743,56206,52236,50193,49444,54095,48813,53476,53897,41236,42785,44346,49293,51007,52520
508.9702,0.91996306,63027,56879,62275,50324,53859,50477,63490,59831,64359,66709,62652,62989,68979,74110,68394,58217,64577,66434,60812,63230,68345,52219,54481,54601,59441,65533,65637
504.9671,0.92296,34323,32894,33494,27935,29801,27710,34759,35340,34651,36425,37068,34656,36853,37153,35201,33323,35829,1,32892,37066,38351,28021,28335,31027,1,34053,37558
521.9955,0.9267779,69266,70906,74316,56897,61857,62652,78777,81367,80667,75998,79323,74795,82404,84176,80167,72345,74253,82325,69090,77667,79013,61532,67618,65142,71619,72601,77274
523.6437,0.92740744,59315,57776,58855,49854,54655,53462,64830,62812,61227,63364,65632,62937,65452,70118,66258,57602,60674,63040,60626,65674,67080,51229,53766,53027,60479,64464,63312
549.3273,0.9389374,78136,77100,65793,74064,77034,75954,1,69295,1,90125,1,86724,90203,89534,86523,1,1,1,1,1,1,83846,1,80775,1,84588,94943
519.6386,0.93088007,33802,32920,33877,27496,28145,1,34778,34894,34830,35155,35347,1,38579,34795,36482,33046,34919,36137,32239,35949,38696,29584,28871,28946,33814,37214,34044
536.6684,0.9344074,69982,69407,70889,57935,61883,60022,74849,74074,73781,69494,76090,72430,79707,78902,77722,71069,74655,75548,68637,77811,78301,58101,63974,62497,69492,75393,78152
530.9938,0.93292594,51101,52916,55143,47556,48050,47371,57574,57556,59405,58027,61729,53815,63185,60378,58161,55350,56828,59081,54678,54664,63370,49658,49640,46003,52661,58605,55970
539.9891,0.937037,47506,46792,47813,37693,41291,38101,47763,47061,46625,48656,51218,49071,51391,51741,49734,47775,48757,49034,46754,52574,52958,41382,41833,40546,47447,50057,48955
113.0847,0.9391852,1510181,1535589,1506285,1068334,1070133,1073176,3082801,3051983,3088717,1459899,1443559,1484516,1384549,1424626,1385923,2951947,2972067,3159401,1556948,1590798,1650655,1321155,1288779,1266938,1181580,1171109,1172059
552.9961,0.94185185,55919,54105,53014,47208,49010,45564,55252,55406,53157,55540,61720,53996,63481,58887,57890,53851,57070,60763,54896,59662,60076,48837,48025,47036,53868,58477,56670
554.6632,0.94637036,42617,41838,43600,35825,37239,36143,43254,41487,42787,45698,46722,44464,46188,46767,44492,42957,43524,46482,43391,44807,48045,35331,37466,36111,46325,45281,46853
548.9933,0.947,29974,28419,28251,24346,24207,24237,30906,29011,28997,29107,34352,30372,31550,33153,31740,30151,29200,31960,30047,32715,34225,25366,25318,24883,29275,32616,31033
302.1701,0.9459001,68857,68670,71328,1,87655,1,71056,70966,71150,1,74727,71457,1,1,55560,1,74924,74468,49756,55264,58125,83989,84591,80922,1,62149,65192
566.0216,0.94996303,68149,63652,63423,58245,59274,55009,67070,68464,71039,68016,69959,64878,73174,73665,71131,63959,69460,71604,66351,71556,78448,56806,58401,57595,66915,69042,68435
567.6694,0.9511601,53132,51929,52837,41053,45841,43769,53546,53326,52297,1,1,53537,55940,55027,52292,49856,55691,57351,53308,57579,60249,43895,45519,44740,53417,55345,53597
563.6656,0.95292,27373,26513,28612,20978,22086,22491,27536,28077,29706,28461,29576,29340,29489,30730,28994,26813,27470,30970,28320,28645,32902,22707,22993,1,1,29783,28054
110.037,0.96025,1,47626,1,125307,165713,159907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316.0622,0.96466666,1,1,1,24585,27455,26318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584.0156,0.96218514,36638,32815,33235,26895,30929,29688,31622,35149,35655,36828,38569,34835,36851,37178,34713,34099,35166,37771,36516,38485,41082,30389,30638,28608,34123,38134,38415
330.1207,0.9676666,1,1,1,36466,38567,36881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589.6938,0.9624073,41637,40303,40571,33136,36285,31620,40969,42071,41770,42621,45080,42026,39871,43154,41918,40417,40150,43827,40912,46698,49599,34491,34702,35885,40558,43430,43673
244.1315,0.9642857,396577,383084,394050,1727129,1843777,1784879,208039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.1693,0.96924996,1,82924,1,473754,499046,488298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346.0947,0.97033334,1,1,1,43099,45644,44088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.0635,0.96466666,1,1,1,31957,35200,34672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625.3672,0.88766664,105390,99590,103641,86219,91650,87160,111313,106112,104680,108925,108842,103897,114265,115637,109247,103242,103751,108917,99634,106653,112739,90324,92938,93110,106090,109093,107430
385.2638,0.9651499,37839,34849,35652,45075,47857,46503,45025,43249,42936,1,35468,35589,1,42413,40119,40188,1,41942,1,1,1,38970,40209,1,35518,36411,36337
262.1424,0.9609167,675323,780187,708670,3653607,3729682,3673404,358666,311125,334572,1,1,1,1,1,1,1,1,1,1,1,1,207371,200217,207022,1,1,1
300.0994,0.97300005,1,1,1,90270,93332,89053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250.1779,1.1118147,450668,457993,443418,514377,488080,505155,444656,452675,439293,459648,481626,471592,370868,374327,363817,424459,434733,435316,329961,381290,388161,595003,592760,583957,382946,401752,365103
311.2298,1.1130369,50451,47144,47955,58988,61903,60076,53637,50079,52717,50918,51432,51596,38444,39102,37374,52140,49946,53444,35670,35804,35202,58489,59815,56759,42136,42778,42981
338.2292,1.1307895,101957,101699,98346,130963,130001,129883,119771,119374,119925,95774,95210,93853,1,1,1,105978,109204,110191,1,1,1,114924,109771,112584,1,1,95258
399.2808,1.1428462,1,26821,1,33675,35435,34793,39432,36597,38028,1,1,28413,1,1,1,32283,32213,38837,1,1,1,36180,1,33133,1,1,1
598.5416,1.2395183,191344,180653,190656,158565,172817,162851,449618,447976,452717,382666,386900,375003,389534,383419,379423,457506,467165,479704,319888,338688,337361,300597,307763,300664,350354,358489,361118
139.1359,1.2454072,38179,38696,38567,44917,43985,46085,63152,61966,60688,50995,53770,52703,52484,50759,50825,61596,62914,63831,40975,44974,43768,47208,49749,46654,47048,48140,48067
459.4052,1.2435186,90314,88526,90335,104791,109975,107480,148644,147576,149698,119123,120289,120184,123717,124683,122184,149517,149693,152724,100081,103881,104571,114907,112165,111882,111873,113249,115293
299.2712,1.2429259,1201354,1157313,1203845,1313097,1390676,1323025,2110620,2103752,2126875,1741960,1760848,1697118,1757892,1783652,1746546,2110636,2136465,2185961,1408067,1489090,1502843,1532281,1566712,1529025,1562976,1591215,1616687
485.4203,1.2459999,39047,38754,39414,43034,45066,44047,66091,66017,64729,51740,52464,53325,55137,54147,54935,64961,64928,68673,42623,46336,45931,48523,48719,47401,49319,49138,49849
229.9986,1.2243334,1,1,1,39923,42547,39650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272.0088,1.2733334,1,1,1,42079,43638,41083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129.0254,1.28,1,1,36995,163710,152302,155531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111.0678,1.3223333,1,1,1,48021,49632,52878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232.1591,1.325125,1023634,1011344,1016210,5769498,5805702,5848865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,202379,1,209397,1,1,1
83.0742,1.3226668,61026,59735,54659,304302,290414,301392,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90.048,1.3228333,389832,391462,392875,2104301,2086132,2137767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85.0901,1.3228333,329329,344108,331838,1779162,1720674,1761207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324.2212,1.3269167,2.07E+07,2.02E+07,2.05E+07,9.00E+07,9.16E+07,9.11E+07,679282,661745,679748,1,1,1,1,1,1,1,1,1,1,1,1,4087710,4086435,4092054,1,1,1
684.4171,1.3268334,60963,66587,62742,463341,452377,462557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
687.4175,1.3303334,1,1,1,41842,41889,42036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
762.4337,1.3295,183077,172136,174373,1640533,1738271,1685481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308.2198,1.4245554,352890,343070,343504,394952,406707,395921,386860,381997,389350,366184,369185,353683,294174,299599,295824,372110,372975,378483,243995,258052,264335,424879,418196,425680,283302,290587,295842
459.2474,1.4399999,1,1,1,134390,141208,138201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369.2724,1.4381666,79969,78702,76777,91155,93747,93076,95311,97269,97293,80136,83327,1,1,71038,69082,92509,93640,92326,54969,57685,1,93646,93376,90359,72172,76130,75245
352.2457,1.4385556,162746,167539,162626,193502,201484,200886,194300,190251,188046,162268,165358,157807,143848,146100,137895,181100,184484,182463,107223,115286,121146,184582,182946,181812,145415,145961,149019
413.2978,1.461815,53552,54099,50644,64606,69120,67379,66258,69157,67936,52683,55880,49030,49242,49929,50210,58368,68019,60490,41785,43346,39712,58560,56626,58967,47816,52195,51807
122.037,1.5209999,46673,44173,48328,180656,174841,173740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104.0314,1.522,1,1,1,135113,137014,141372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.999,1.5273333,1,1,1,49521,50385,49576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159.9825,1.5246667,1,1,1,101374,90420,89820,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276.0673,1.5246667,1,1,1,36098,38174,38137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.0236,1.5273333,1,1,1,89977,85010,130888,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
417.2366,1.5371667,118032,114879,115247,394335,407291,396102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.0565,1.5406667,1,1,1,69961,85630,81305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390.1894,1.552,1,1,1,1235106,1275783,1262190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407.216,1.5536667,76724,72495,72066,557915,585263,563142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
434.1538,1.552,1,1,1,37061,39144,38740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175.1357,1.5573334,1,1,1,42353,44062,41059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239.989,1.6971666,75412,72708,79834,265846,276213,262544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87.0158,1.702,1,1,1,675439,679294,669579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266.1141,1.7786666,1,1,1,175265,182838,175919,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448.2321,1.8556666,1454426,1375203,1408832,5841179,6041306,5911691,638218,633009,641036,1,1,1,1,1,1,1,1,1,1,1,1,421883,414643,397606,1,1,1
471.4052,1.84,1,1,1,1,23045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297.1733,1.848,1,1,1,1,33764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465.4435,1.8553333,1,1,1,39313,43336,39249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465.2581,1.8583332,417881,406178,410586,2444229,2585774,2508885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430.2207,1.8650001,408562,399150,404529,2139499,2217115,2145649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430.401,1.8633333,1,1,1,42786,46238,42420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
486.1867,1.8537775,78094,73518,76275,300705,312764,308088,34947,36618,35780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470.2132,1.8563333,1746039,1657543,1694965,6913996,7195768,6998698,763246,768246,776416,1,1,1,1,1,1,1,1,1,1,1,1,499088,506294,483967,1,1,1
471.3404,2.0106664,60013,59544,61845,72153,74920,68985,72656,80121,82841,51152,53305,56129,59156,57069,57071,69998,69923,74165,40576,43437,45305,63488,57758,63246,58423,61188,52478
383.288,1.9935926,123220,131907,129749,159100,162034,150021,144446,161356,158191,122410,122595,120074,113315,114655,113207,140956,151893,145489,93958,93031,93554,138570,138860,133019,108301,109911,111561
427.3142,1.9897039,99608,99467,101221,126857,127517,126601,130877,134787,134532,101730,102987,99596,94349,96760,98421,120687,121093,124447,70913,75591,77702,112330,110936,109457,98754,101989,101355
395.2571,2.1663334,1,1,1,106839,113910,107457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402.0959,2.2456665,1,1,1,57066,59876,57162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220.0667,2.2658,1,40353,1,215770,220397,215531,15989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
504.1988,2.3500001,1,1,1,46081,47972,44962,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
528.2549,2.392,1,1,1,1,38908,48282,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
